rep,id,date,it.distance,notes,trt_pulse,trt_total
3,3.4,2018-12-21,3.018,NA,pulse,100
3,3.4,2018-12-21,3.05,NA,pulse,100
3,3.4,2018-12-21,2.799,NA,pulse,100
3,3.4,2018-12-21,3.076,NA,pulse,100
3,3.4,2018-12-21,2.533,NA,pulse,100
3,3.4,2018-12-21,3.171,NA,pulse,100
3,3.4,2018-12-21,3.273,NA,pulse,100
3,3.4,2018-12-21,2.82,NA,pulse,100
3,3.3,2018-12-21,3.286,NA,pulse,100
3,2.3,2018-12-21,2.492,NA,constant,100
3,2.2,2018-12-21,2.808,NA,constant,100
3,2.2,2018-12-21,2.744,NA,constant,100
3,2.2,2018-12-21,2.313,NA,constant,100
3,2.1,2018-12-21,3.137,NA,constant,100
3,2.1,2018-12-21,3.156,NA,constant,100
3,2.1,2018-12-21,3.529,NA,constant,100
3,1.1,2018-12-21,2.475,NA,constant,60
3,1.1,2018-12-21,2.625,NA,constant,60
3,1.3,2018-12-21,2.869,NA,constant,60
3,1.3,2018-12-21,2.926,NA,constant,60
3,4.4,2018-12-30,2.922,NA,pulse,60
3,4.4,2018-12-30,2.248,NA,pulse,60
3,4.4,2018-12-30,2.69,NA,pulse,60
3,4.3,2018-12-30,2.656,NA,pulse,60
3,4.3,2018-12-30,2.909,NA,pulse,60
3,4.3,2018-12-30,3.23,NA,pulse,60
3,4.3,2018-12-30,2.984,NA,pulse,60
3,4.3,2018-12-30,2.935,NA,pulse,60
3,3.7,2018-12-30,2.989,NA,pulse,100
3,3.6,2018-12-30,2.824,NA,pulse,100
3,3.6,2018-12-30,2.92,NA,pulse,100
3,3.6,2018-12-30,1.951,NA,pulse,100
3,3.6,2018-12-30,2.41,NA,pulse,100
3,3.6,2018-12-30,2.71,NA,pulse,100
3,3.4,2018-12-30,2.913,NA,pulse,100
3,3.4,2018-12-30,2.7,NA,pulse,100
3,3.2,2018-12-30,3.017,NA,pulse,100
3,3.2,2018-12-30,2.98,NA,pulse,100
3,3.2,2018-12-30,3.121,NA,pulse,100
3,3.2,2018-12-30,3.043,NA,pulse,100
3,3.2,2018-12-30,3.265,NA,pulse,100
3,3.1,2018-12-30,2.936,NA,pulse,100
3,3.1,2018-12-30,2.991,NA,pulse,100
3,3.1,2018-12-30,3.13,NA,pulse,100
3,3.1,2018-12-30,3.558,NA,pulse,100
3,3.1,2018-12-30,2.967,NA,pulse,100
3,3.1,2018-12-30,3.362,NA,pulse,100
3,3.1,2018-12-30,2.823,NA,pulse,100
3,2.6,2018-12-30,2.712,NA,constant,100
3,2.6,2018-12-30,3.426,NA,constant,100
3,2.6,2018-12-30,3.007,NA,constant,100
3,2.4,2018-12-30,2.771,NA,constant,100
3,2.5,2018-12-30,3.082,NA,constant,100
3,2.5,2018-12-30,2.891,NA,constant,100
3,2.5,2018-12-30,3.479,NA,constant,100
3,2.5,2018-12-30,3.246,NA,constant,100
3,2.5,2018-12-30,3.262,NA,constant,100
3,2.5,2018-12-30,3.361,NA,constant,100
3,2.5,2018-12-30,3.214,NA,constant,100
3,1.2,2018-12-30,2.688,NA,constant,60
3,1.2,2018-12-30,2.717,NA,constant,60
3,1.2,2018-12-30,2.657,NA,constant,60
3,1.2,2018-12-30,2.742,NA,constant,60
3,1.2,2018-12-30,2.81,NA,constant,60
3,1.6,2018-12-30,2.92,NA,constant,60
3,1.6,2018-12-30,2.981,NA,constant,60
3,1.6,2018-12-30,3.15,NA,constant,60
3,1.4,2018-12-30,3.445,NA,constant,60
3,4.2,2018-12-30,2.838,NA,pulse,60
3,1.3,2018-12-30,2.692,NA,constant,60
3,1.3,2018-12-30,3.059,NA,constant,60
