id,date,n_new_drones,n_drones,n_worker_deaths,workers_replaced,drones_removed,activity,mc_mass,p_mass_rm,n_mass_rm,p_mass_fd,n_mass_fd,temp,humidity,mass_box.x,treatment,true_mc_mass,mass_box.y
3.3,2018-03-15,0,0,1,Yes,NA,C,435.46,NA,NA,NA,14.23,28.8,60,433.61,zone.3,NA,433.61
3.3,2018-03-18,NA,NA,NA,NA,NA,NA,435.91,NA,9.87,1.14,15.07,NA,NA,433.61,zone.3,NA,433.61
3.3,2018-03-22,0,0,0,NA,NA,"C,F",436.63,NA,9.21,1.01,13.57,26.6,66,433.61,zone.3,1.879999999999982,433.61
3.3,2018-03-26,0,0,NA,NA,NA,C,437.38,2.65,7.56,1.19,14.53,26.1,58,433.61,zone.3,2.759999999999982,433.61
3.3,2018-03-29,2,2,0,NA,2,C,436.82,NA,8.44,3.15,27.13,26.4,49,433.61,zone.3,2.0199999999999796,433.61
3.3,2018-04-01,0,0,0,NA,NA,A,438.9,NA,21.99,3.07,26.39,25.8,42,433.61,zone.3,2.1399999999999637,433.61
3.3,2018-04-05,2,2,0,NA,1,C,442.13,NA,17.58,3.1,25.16,24,52,433.61,zone.3,5.4499999999999815,433.61
3.3,2018-04-09,1,2,0,NA,0,C,445.38,6.88,15.96,1.09,13.8,26.4,45,433.61,zone.3,8.669999999999982,433.61
3.3,2018-04-13,0,2,0,NA,2,A,439.55,NA,6.86,1.06,13.57,26.4,56,433.61,zone.3,4.849999999999998,433.61
3.3,2018-04-16,2,2,0,NA,2,NA,438.64,NA,7.89,1.05,14.09,31.1,26,433.61,zone.3,3.9699999999999727,433.61
3.3,2018-04-20,4,4,0,NA,3,A,438.9,NA,7.24,1.13,15.1,26.7,53,433.61,zone.3,4.239999999999964,433.61
3.3,2018-04-24,2,3,0,NA,3,A,439.18,1.65,7.74,3.09,24.57,25.7,53,433.61,zone.3,4.439999999999993,433.61
3.3,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,13.84,3.08,24.41,NA,NA,433.61,zone.3,NA,433.61
3.3,2018-05-02,4,4,NA,NA,4,NA,444.58,NA,16.59,2.98,26.19,26.3,59,433.61,zone.3,7.88999999999997,433.61
3.3,2018-05-07,2,2,0,NA,2,"A,C",446.97,7.27,17.96,1.11,15.13,26.2,44,433.61,zone.3,10.380000000000013,433.61
3.3,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,10.4,1.1,13.7,NA,NA,433.61,zone.3,NA,433.61
3.3,2018-05-14,1,1,1,NA,1,"C,L",440.03,NA,9.42,1.11,15.05,26.3,54,433.61,zone.3,5.319999999999959,433.61
1.6,2018-03-15,NA,NA,0,NA,NA,A,435.05,NA,NA,NA,13.93,28,59,427.24,zone.1,NA,427.24
1.6,2018-03-18,NA,NA,NA,NA,NA,NA,435.8,NA,NA,1.09,13.56,NA,NA,427.24,zone.1,NA,427.24
1.6,2018-03-22,NA,NA,0,NA,NA,C,435.14,NA,7.11,1.01,14.61,26.6,65,427.24,zone.1,6.809999999999977,427.24
1.6,2018-03-26,NA,NA,0,NA,NA,"C,F",436.14,0.52,6,1.14,14.19,26.1,58,427.24,zone.1,7.8899999999999775,427.24
1.6,2018-03-29,2,2,0,NA,1,A,436.31,NA,6.52,1.09,14.15,26.5,49,427.24,zone.1,7.9299999999999935,427.24
1.6,2018-04-01,4,5,0,NA,4,A,436.34,NA,7.1,1.05,14.62,25.8,42,427.24,zone.1,8.009999999999966,427.24
1.6,2018-04-05,4,5,0,NA,4,L,436.06,NA,6.86,1.08,14.67,24.3,50,427.24,zone.1,7.769999999999993,427.24
1.6,2018-04-09,4,5,0,NA,5,NA,435.83,1.09,6.69,1.1,14.07,26.5,47,427.24,zone.1,7.509999999999975,427.24
1.6,2018-04-13,0,0,0,NA,NA,A,436.44,NA,6.46,1.06,13.43,26.5,58,427.24,zone.1,8.099999999999989,427.24
1.6,2018-04-16,0,0,0,NA,NA,NA,436.34,NA,6.71,1.1,15.33,31,28,427.24,zone.1,8.039999999999965,427.24
1.6,2018-04-20,1,1,0,NA,0,A,437.29,NA,7.44,1.14,14.23,26.2,55,427.24,zone.1,8.950000000000012,427.24
1.6,2018-04-24,4,5,0,NA,4,A,437.21,1.18,6.6,1.02,13.38,25.7,53,427.24,zone.1,8.82999999999997,427.24
1.6,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,6.79,1.09,13.09,NA,NA,427.24,zone.1,NA,427.24
1.6,2018-05-02,4,5,3,3/3,4,"A,C",437.78,NA,7.43,1.06,14.54,26.4,59,427.24,zone.1,9.449999999999964,427.24
1.6,2018-05-07,2,3,1,NA,1,"C,L",437.8,1.54,7.22,1.01,13.85,26.3,42,427.24,zone.1,9.500000000000002,427.24
1.6,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,7.08,1.11,13.1,NA,NA,427.24,zone.1,NA,427.24
1.6,2018-05-14,0,2,1,NA,NA,A,437.69,NA,7.19,1.04,15.09,26.3,54,427.24,zone.1,9.33999999999999,427.24
1.2,2018-03-15,NA,NA,1,NA,NA,NA,436.18,NA,NA,NA,14.04,28,58,NA,zone.1,NA,NA
1.2,2018-03-18,NA,NA,NA,NA,NA,NA,436.76,NA,6.96,1.17,15.07,NA,NA,NA,zone.1,NA,NA
1.2,2018-03-22,NA,NA,0,NA,NA,C,437.3,NA,7.69,1.01,14.21,26.6,66,NA,zone.1,NA,NA
1.2,2018-03-26,NA,NA,0,NA,NA,C,438.52,1.14,7.27,1.03,14.84,26.2,60,NA,zone.1,NA,NA
1.2,2018-03-29,NA,NA,0,NA,NA,"A,L",438.21,NA,7.79,1.04,14.35,26.6,51,NA,zone.1,NA,NA
1.2,2018-04-01,1,1,0,NA,NA,"A,C",437.76,NA,7.49,1.08,15.63,26,45,NA,zone.1,NA,NA
1.2,2018-04-05,2,3,0,NA,3,"C,L",438.17,NA,7.28,1.07,14.31,24.8,53,NA,zone.1,NA,NA
1.2,2018-04-09,2,2,0,NA,2,C,438.49,2.39,6.46,1.04,13.91,26.7,50,NA,zone.1,NA,NA
1.2,2018-04-13,5,5,0,NA,5,"C,L",437.28,NA,6.64,1.12,13.35,26.5,58,NA,zone.1,NA,NA
1.2,2018-04-16,0,0,0,NA,NA,A,436.8,NA,7.83,1.03,14.24,30.9,27,NA,zone.1,NA,NA
1.2,2018-04-20,0,0,0,NA,NA,C,437.46,NA,7.78,1.11,13.56,26.3,55,NA,zone.1,NA,NA
1.2,2018-04-24,0,0,0,NA,NA,C,438.92,2.5,7.26,1.07,13.71,25.7,55,NA,zone.1,NA,NA
1.2,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,7.53,1.06,12.36,NA,NA,NA,zone.1,NA,NA
1.2,2018-05-02,0,0,3,3/3,NA,NA,439.84,NA,7.99,1.01,14.21,26.5,60,NA,zone.1,NA,NA
1.2,2018-05-07,0,0,0,NA,NA,C,440.44,2.17,7.65,1.04,14.39,26.6,43,NA,zone.1,NA,NA
1.2,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,6.76,1.01,13.49,NA,NA,NA,zone.1,NA,NA
1.2,2018-05-14,0,0,1,0/1,NA,"A,C",439.2,NA,6.54,1.06,14.2,26.3,55,NA,zone.1,NA,NA
