id,date,mc_mass,p_mass_rm,p_mass_fd,n_mass_fd,n_mass_rm,treatment,fd_day,p_mass_cons,p_mass_cons_avg,n_mass_cons,fd_day_count,fd.day.count,mc_mass_init,mc_mass_true,mc_mass_true_intrp,pulse_cat
4.4,2018-03-29,431.31,NA,1.78,19.5,6.89,zone.4,5,NA,0.915,5.8,2,1,431.22,0.16499999999997506,0.16499999999997506,p1
4.4,2018-04-01,NA,NA,1.79,20.49,13.86,zone.4,6,NA,0.915,5.640000000000001,1,2,431.22,NA,-0.15500000000002162,p1
4.4,2018-04-05,434.24,NA,1.88,20.22,9.27,zone.4,7,NA,0.915,11.219999999999999,0,3,431.22,-0.4750000000000183,-0.4750000000000183,p1
4.4,2018-04-09,434.63,2.63,0.74,10.82,12.85,zone.4,8,3.66,0.5900000000000002,7.369999999999999,3,0,431.22,0.32999999999996843,0.32999999999996843,a1.b2
4.4,2018-04-13,432.55,NA,0.8,12.98,7.23,zone.4,9,NA,0.5900000000000002,3.59,2,1,431.22,1.1799999999999842,1.1799999999999842,a1.b2
4.4,2018-04-16,431.37,NA,0.78,13.65,7.3,zone.4,10,NA,0.5900000000000002,5.680000000000001,1,2,431.22,0.7399999999999775,0.7399999999999775,a1.b2
4.4,2018-04-20,430.79,NA,0.78,12.62,8.1,zone.4,11,NA,0.5900000000000002,5.550000000000001,0,3,431.22,-2.160000000000007,-2.160000000000007,a1.b2
4.4,2018-04-24,430.77,1.33,1.81,19.82,7.45,zone.4,12,1.7700000000000005,0.89,5.169999999999999,3,0,431.22,-1.1200000000000454,-1.1200000000000454,p2
4.4,2018-04-28,NA,NA,1.74,24.45,8.64,zone.4,13,NA,0.89,11.18,2,1,431.22,NA,2.779999999999959,p2
4.4,2018-05-02,437.01,NA,1.74,19.95,15.72,zone.4,14,NA,0.89,8.729999999999999,1,2,431.22,6.679999999999963,6.679999999999963,p2
4.4,2018-05-07,437.86,2.62,0.72,12.73,12.34,zone.4,15,2.67,NA,7.609999999999999,3,3,431.22,NA,5.766666666666643,a2
4.4,2018-05-11,NA,NA,0.73,10.36,7.65,zone.4,16,NA,NA,5.08,2,1,431.22,NA,4.853333333333321,a2
4.4,2018-05-14,434.73,NA,0.81,14.34,5.84,zone.4,17,NA,NA,4.52,1,2,431.22,3.94,3.94,a2
4.6,2018-03-15,443.7,0,2,12.07,0,zone.4,1,NA,0.7333333333333333,0,3,1,441.7,-1.3666666666666667,-1.3666666666666667,b1
4.6,2018-03-18,443.45,NA,0.76,12.8,6.23,zone.4,2,NA,0.7333333333333333,5.84,2,2,441.7,0.4833333333333333,0.4833333333333333,b1
4.6,2018-03-22,442.83,NA,0.81,11.7,6.92,zone.4,3,NA,0.7333333333333333,5.880000000000001,1,3,441.7,1.8633333333333288,1.8633333333333288,b1
4.6,2018-03-26,444.49,1.37,0.78,12,6.77,zone.4,4,2.1999999999999997,1.0900000000000003,4.93,3,0,441.7,2.310000000000021,2.310000000000021,b1
4.6,2018-03-29,443.74,NA,1.75,19.84,7.5,zone.4,5,NA,1.0900000000000003,4.5,2,1,441.7,2.350000000000021,2.350000000000021,p1
4.6,2018-04-01,447.11,NA,1.83,20.64,8.89,zone.4,6,NA,1.0900000000000003,10.95,1,2,441.7,6.500000000000025,6.500000000000025,p1
4.6,2018-04-05,445.97,NA,1.85,19.48,8.96,zone.4,7,NA,1.0900000000000003,11.68,0,3,441.7,1.0000000000000389,1.0000000000000389,p1
4.6,2018-04-09,446.6,1.85,0.75,12.49,8.01,zone.4,8,4.360000000000001,0.5349999999999999,11.47,3,0,441.7,1.7550000000000339,1.7550000000000339,a1.b2
4.6,2018-04-13,444.96,NA,0.83,12.23,7.75,zone.4,9,NA,0.5349999999999999,4.74,2,1,441.7,3.044999999999991,3.044999999999991,a1.b2
4.6,2018-04-16,443.96,NA,0.69,12.58,6.87,zone.4,10,NA,0.5349999999999999,5.36,1,2,441.7,2.794999999999991,2.794999999999991,a1.b2
4.6,2018-04-20,442.82,NA,0.78,11.46,7.06,zone.4,11,NA,0.5349999999999999,5.5200000000000005,0,3,441.7,-0.6149999999999956,-0.6149999999999956,a1.b2
4.6,2018-04-24,443.84,0.91,1.76,20.29,7.43,zone.4,12,2.1399999999999997,1.3033333333333332,4.030000000000001,3,0,441.7,1.9733333333333196,1.9733333333333196,p2
4.6,2018-04-28,NA,NA,1.72,20.93,7.79,zone.4,13,NA,1.3033333333333332,12.5,2,1,441.7,NA,4.963333333333344,p2
4.6,2018-05-02,448.35,NA,1.78,20.71,12.05,zone.4,14,NA,1.3033333333333332,8.879999999999999,1,2,441.7,7.953333333333367,7.953333333333367,p2
4.6,2018-05-07,449.34,1.35,0.78,12.12,10,zone.4,15,3.9099999999999997,NA,10.71,3,3,441.7,NA,6.702222222222245,a2
4.6,2018-05-11,NA,NA,0.79,11.29,7.03,zone.4,16,NA,NA,5.089999999999999,2,1,441.7,NA,5.451111111111123,a2
4.6,2018-05-14,444.97,NA,0.8,12.43,6.49,zone.4,17,NA,NA,4.799999999999999,1,2,441.7,4.2,4.2,a2
4.7,2018-03-15,432.93,0,2,13.08,0,zone.4,1,NA,0.41250000000000003,0,3,1,430.93,-1.7874999999999996,-1.7874999999999996,b1
4.7,2018-03-18,433.03,NA,0.81,15.32,7.99,zone.4,2,NA,0.41250000000000003,5.09,2,2,430.93,0.512499999999966,0.512499999999966,b1
4.7,2018-03-22,433.51,NA,0.83,10.65,7.65,zone.4,3,NA,0.41250000000000003,7.67,1,3,430.93,2.992499999999984,2.992499999999984,b1
4.7,2018-03-26,434.08,1.99,0.8,12.33,6,zone.4,4,1.6500000000000001,0.9966666666666666,4.65,3,0,430.93,2.5066666666666437,2.5066666666666437,b1
4.7,2018-03-29,437.34,NA,1.75,19.94,7.91,zone.4,5,NA,0.9966666666666666,4.42,2,1,430.93,6.606666666666635,6.606666666666635,p1
4.7,2018-04-01,434.64,NA,1.75,20.65,13.57,zone.4,6,NA,0.9966666666666666,6.370000000000001,1,2,430.93,4.706666666666646,4.706666666666646,p1
4.7,2018-04-05,435.5,NA,1.75,20.15,11.98,zone.4,7,NA,0.9966666666666666,8.669999999999998,0,3,430.93,1.2666666666666597,1.2666666666666597,p1
4.7,2018-04-09,436.59,3.06,0.75,11.6,11.89,zone.4,8,2.9899999999999998,0.7166666666666667,8.259999999999998,3,0,430.93,2.876666666666635,2.876666666666635,a1.b2
4.7,2018-04-13,433.27,NA,0.83,11.84,7.52,zone.4,9,NA,0.7166666666666667,4.08,2,1,430.93,2.3066666666666418,2.3066666666666418,a1.b2
4.7,2018-04-16,431.1,NA,0.69,11.45,6.3,zone.4,10,NA,0.7166666666666667,5.54,1,2,430.93,0.8866666666666826,0.8866666666666826,a1.b2
4.7,2018-04-20,432.52,NA,0.78,12.64,7.39,zone.4,11,NA,0.7166666666666667,4.06,0,3,430.93,0.036666666666641756,0.036666666666641756,a1.b2
4.7,2018-04-24,432.6,0.9,1.76,20.82,8.01,zone.4,12,2.15,0.4966666666666666,4.630000000000001,3,0,430.93,0.6966666666666825,0.6966666666666825,p2
4.7,2018-04-28,NA,NA,1.72,21.49,16.97,zone.4,13,NA,0.4966666666666666,3.8500000000000014,2,1,430.93,NA,2.9616666666666838,p2
4.7,2018-05-02,435.66,NA,1.78,22.17,18.45,zone.4,14,NA,0.4966666666666666,3.039999999999999,1,2,430.93,5.226666666666684,5.226666666666684,p2
4.7,2018-05-07,439.73,3.77,0.78,12.9,10.02,zone.4,15,1.4899999999999998,NA,12.150000000000002,3,3,430.93,NA,4.534444444444456,a2
4.7,2018-05-11,NA,NA,0.79,11.81,7.98,zone.4,16,NA,NA,4.92,2,1,430.93,NA,3.842222222222228,a2
4.7,2018-05-14,434.48,NA,0.8,11.84,0,zone.4,17,NA,NA,0,1,2,430.93,3.15,3.15,a2
