id,date,p_mass_rm,p_mass_fd,n_mass_fd,n_mass_rm,p_mass_cons,p_mass_cons_avg,n_mass_cons,treatment,fd.day,mc_mass,mc_mass_init,fd.day.count,mc_mass_true,pulse.cat,pulse_cat,mc_mass_true_intrp
3.3,2018-03-15,0,2,14.23,0,NA,0.49999999999999983,0,zone.3,1,435.46,432.46,1,3.5,b1,b1,3.5
3.3,2018-03-18,NA,1.14,15.07,9.87,NA,0.49999999999999983,4.360000000000001,zone.3,2,435.91,432.46,2,1.9500000000000453,b1,b1,1.9500000000000453
3.3,2018-03-22,NA,1.01,13.57,9.21,NA,0.49999999999999983,5.859999999999999,zone.3,3,436.63,432.46,3,1.530000000000016,b1,b1,1.530000000000016
3.3,2018-03-26,2.65,1.19,14.53,7.56,1.4999999999999996,0.9075,6.010000000000001,zone.3,4,437.38,432.46,0,1.6775000000000164,p1,p1,1.6775000000000164
3.3,2018-03-29,NA,3.15,27.13,8.44,NA,0.9075,6.09,zone.3,5,436.82,432.46,1,5.267500000000013,p1,p1,5.267500000000013
3.3,2018-04-01,NA,3.07,26.39,21.99,NA,0.9075,5.140000000000001,zone.3,6,438.9,432.46,2,4.197499999999998,p1,p1,4.197499999999998
3.3,2018-04-05,NA,3.1,25.16,17.58,NA,0.9075,8.810000000000002,zone.3,7,442.13,432.46,3,4.357500000000016,a1.b2,a1.b2,4.357500000000016
3.3,2018-04-09,6.88,1.09,13.8,15.96,3.63,0.67,9.2,zone.3,8,445.38,432.46,0,4.2700000000000164,a1.b2,a1.b2,4.2700000000000164
3.3,2018-04-13,NA,1.06,13.57,6.86,NA,0.67,6.94,zone.3,9,439.55,432.46,1,7.760000000000032,a1.b2,a1.b2,7.760000000000032
3.3,2018-04-16,NA,1.05,14.09,7.89,NA,0.67,5.680000000000001,zone.3,10,438.64,432.46,2,5.790000000000006,a1.b2,a1.b2,5.790000000000006
3.3,2018-04-20,NA,1.13,15.1,7.24,NA,0.67,6.85,zone.3,11,438.9,432.46,3,4.999999999999998,p2,p2,4.999999999999998
3.3,2018-04-24,1.65,3.09,24.57,7.74,2.68,0.6266666666666669,7.359999999999999,zone.3,12,439.18,432.46,0,4.106666666666694,p2,p2,4.106666666666694
3.3,2018-04-28,NA,3.08,24.41,13.84,NA,0.6266666666666669,10.73,zone.3,13,NA,432.46,1,NA,p2,p2,6.886666666666683
3.3,2018-05-02,NA,2.98,26.19,16.59,NA,0.6266666666666669,7.82,zone.3,14,444.58,432.46,2,9.666666666666671,a2,a2,9.666666666666671
3.3,2018-05-07,7.27,1.11,15.13,17.96,1.8800000000000008,1.1933333333333331,8.23,zone.3,15,446.97,432.46,3,9.64333333333338,a2,a2,9.64333333333338
3.3,2018-05-11,NA,1.1,13.7,10.4,NA,1.1933333333333331,4.73,zone.3,16,NA,432.46,1,NA,a2,a2,8.653333333333354
3.3,2018-05-14,NA,1.11,15.05,9.42,NA,1.1933333333333331,4.279999999999999,zone.3,17,440.03,432.46,2,7.663333333333327,a2,a2,7.663333333333327
1.6,2018-03-15,0,2,13.93,0,NA,1.1933333333333331,0,zone.1,1,435.05,432.05,1,4.193333333333333,b1,b1,4.193333333333333
1.6,2018-03-18,NA,1.09,13.56,0,NA,1.1933333333333331,0,zone.1,2,435.8,432.05,2,2.9433333333333334,b1,b1,2.9433333333333334
1.6,2018-03-22,NA,1.01,14.61,7.11,NA,1.1933333333333331,6.45,zone.1,3,435.14,432.05,3,1.193333333333308,b1,b1,1.193333333333308
1.6,2018-03-26,0.52,1.14,14.19,6,3.5799999999999996,1.09,8.61,zone.1,4,436.14,432.05,0,1.0799999999999752,p1,p1,1.0799999999999752
1.6,2018-03-29,NA,1.09,14.15,6.52,NA,1.09,7.67,zone.1,5,436.31,432.05,1,5.349999999999991,p1,p1,5.349999999999991
1.6,2018-04-01,NA,1.05,14.62,7.1,NA,1.09,7.050000000000001,zone.1,6,436.34,432.05,2,4.289999999999964,p1,p1,4.289999999999964
1.6,2018-04-05,NA,1.08,14.67,6.86,NA,1.09,7.759999999999999,zone.1,7,436.06,432.05,3,2.959999999999991,a1.b2,a1.b2,2.959999999999991
1.6,2018-04-09,1.09,1.1,14.07,6.69,3.2700000000000005,0.8050000000000002,7.9799999999999995,zone.1,8,435.83,432.05,0,1.3649999999999727,a1.b2,a1.b2,1.3649999999999727
1.6,2018-04-13,NA,1.06,13.43,6.46,NA,0.8050000000000002,7.61,zone.1,9,436.44,432.05,1,5.194999999999986,a1.b2,a1.b2,5.194999999999986
1.6,2018-04-16,NA,1.1,15.33,6.71,NA,0.8050000000000002,6.72,zone.1,10,436.34,432.05,2,4.034999999999964,a1.b2,a1.b2,4.034999999999964
1.6,2018-04-20,NA,1.14,14.23,7.44,NA,0.8050000000000002,7.89,zone.1,11,437.29,432.05,3,3.8850000000000096,p2,p2,3.8850000000000096
1.6,2018-04-24,1.18,1.02,13.38,6.6,3.2200000000000006,0.4075000000000001,7.630000000000001,zone.1,12,437.21,432.05,0,2.2674999999999685,p2,p2,2.2674999999999685
1.6,2018-04-28,NA,1.09,13.09,6.79,NA,0.4075000000000001,6.590000000000001,zone.1,13,NA,432.05,1,NA,p2,p2,3.657499999999965
1.6,2018-05-02,NA,1.06,14.54,7.43,NA,0.4075000000000001,5.66,zone.1,14,437.78,432.05,2,5.047499999999961,a2,a2,5.047499999999961
1.6,2018-05-07,1.54,1.01,13.85,7.22,1.6300000000000003,1.0133333333333334,7.319999999999999,zone.1,15,437.8,432.05,3,4.613333333333333,a2,a2,4.613333333333333
1.6,2018-05-11,NA,1.11,13.1,7.08,NA,1.0133333333333334,6.77,zone.1,16,NA,432.05,1,NA,a2,a2,5.078333333333326
1.6,2018-05-14,NA,1.04,15.09,7.19,NA,1.0133333333333334,5.909999999999999,zone.1,17,437.69,432.05,2,5.54333333333332,a2,a2,5.54333333333332
1.2,2018-03-15,0,2,14.04,0,NA,1.0133333333333334,0,zone.1,1,436.18,433.18,1,4.013333333333334,b1,b1,4.013333333333334
1.2,2018-03-18,NA,1.17,15.07,6.96,NA,1.0133333333333334,7.079999999999999,zone.1,2,436.76,433.18,2,2.5933333333333177,b1,b1,2.5933333333333177
1.2,2018-03-22,NA,1.01,14.21,7.69,NA,1.0133333333333334,7.38,zone.1,3,437.3,433.18,3,1.963333333333338,b1,b1,1.963333333333338
1.2,2018-03-26,1.14,1.03,14.84,7.27,3.04,0.6100000000000002,6.940000000000001,zone.1,4,438.52,433.18,0,1.7699999999999756,p1,p1,1.7699999999999756
1.2,2018-03-29,NA,1.04,14.35,7.79,NA,0.6100000000000002,7.05,zone.1,5,438.21,433.18,1,5.639999999999973,p1,p1,5.639999999999973
1.2,2018-04-01,NA,1.08,15.63,7.49,NA,0.6100000000000002,6.859999999999999,zone.1,6,437.76,433.18,2,4.149999999999984,p1,p1,4.149999999999984
1.2,2018-04-05,NA,1.07,14.31,7.28,NA,0.6100000000000002,8.350000000000001,zone.1,7,438.17,433.18,3,3.4800000000000093,a1.b2,a1.b2,3.4800000000000093
1.2,2018-04-09,2.39,1.04,13.91,6.46,1.8300000000000005,0.6000000000000002,7.8500000000000005,zone.1,8,438.49,433.18,0,2.720000000000002,a1.b2,a1.b2,2.720000000000002
1.2,2018-04-13,NA,1.12,13.35,6.64,NA,0.6000000000000002,7.2700000000000005,zone.1,9,437.28,433.18,1,4.699999999999966,a1.b2,a1.b2,4.699999999999966
1.2,2018-04-16,NA,1.03,14.24,7.83,NA,0.6000000000000002,5.52,zone.1,10,436.8,433.18,2,3.1000000000000045,a1.b2,a1.b2,3.1000000000000045
1.2,2018-04-20,NA,1.11,13.56,7.78,NA,0.6000000000000002,6.46,zone.1,11,437.46,433.18,3,2.7299999999999724,p2,p2,2.7299999999999724
1.2,2018-04-24,2.5,1.07,13.71,7.26,1.8000000000000007,0.24249999999999994,6.300000000000001,zone.1,12,438.92,433.18,0,2.722500000000008,p2,p2,2.722500000000008
1.2,2018-04-28,NA,1.06,12.36,7.53,NA,0.24249999999999994,6.180000000000001,zone.1,13,NA,433.18,1,NA,p2,p2,4.282499999999988
1.2,2018-05-02,NA,1.01,14.21,7.99,NA,0.24249999999999994,4.369999999999999,zone.1,14,439.84,433.18,2,5.842499999999967,a2,a2,5.842499999999967
1.2,2018-05-07,2.17,1.04,14.39,7.65,0.9699999999999998,0.355,6.5600000000000005,zone.1,15,440.44,433.18,3,5.544999999999991,a2,a2,5.544999999999991
1.2,2018-05-11,NA,1.01,13.49,6.76,NA,0.355,7.630000000000001,zone.1,16,NA,433.18,1,NA,a2,a2,5.454999999999987
1.2,2018-05-14,NA,1.06,14.2,6.54,NA,0.355,6.95,zone.1,17,439.2,433.18,2,5.3649999999999824,a2,a2,5.3649999999999824
3.7,2018-03-15,0,2,16.64,0,NA,0.355,0,zone.3,1,438.29,435.29,1,3.355,b1,b1,3.355
3.7,2018-03-18,NA,1.17,19.28,10.13,NA,0.355,6.51,zone.3,2,438.13,435.29,2,1.194999999999975,b1,b1,1.194999999999975
3.7,2018-03-22,NA,1.12,13.52,7.57,NA,0.355,11.71,zone.3,3,439.07,435.29,3,0.9649999999999728,b1,b1,0.9649999999999728
3.7,2018-03-26,2.87,1.09,14.29,7.27,1.42,1.4933333333333332,6.25,zone.3,4,439.94,435.29,0,1.8533333333333104,p1,p1,1.8533333333333104
3.7,2018-03-29,NA,3.01,27.92,7.76,NA,1.4933333333333332,6.529999999999999,zone.3,5,437.31,435.29,1,3.513333333333315,p1,p1,3.513333333333315
3.7,2018-04-01,NA,3.01,26.19,21.74,NA,1.4933333333333332,6.180000000000003,zone.3,6,439.1,435.29,2,2.2933333333333357,p1,p1,2.2933333333333357
3.7,2018-04-05,NA,3.01,26.02,17.84,NA,1.4933333333333332,8.350000000000001,zone.3,7,441.5,435.29,3,1.6833333333333131,a1.b2,a1.b2,1.6833333333333131
3.7,2018-04-09,5.64,1.13,14.5,17.95,4.4799999999999995,0.6833333333333335,8.07,zone.3,8,443.9,435.29,0,0.2633333333332909,a1.b2,a1.b2,0.2633333333332909
3.7,2018-04-13,NA,1.11,13.52,7.59,NA,0.6833333333333335,6.91,zone.3,9,439.21,435.29,1,4.603333333333293,a1.b2,a1.b2,4.603333333333293
3.7,2018-04-16,NA,1.15,14.95,7.66,NA,0.6833333333333335,5.859999999999999,zone.3,10,438.5,435.29,2,2.783333333333313,a1.b2,a1.b2,2.783333333333313
3.7,2018-04-20,NA,1.1,14.7,7.74,NA,0.6833333333333335,7.209999999999999,zone.3,11,438.53,435.29,3,1.6633333333332856,p2,p2,1.6633333333332856
3.7,2018-04-24,2.44,3.05,26.24,8.25,2.0500000000000003,0.5099999999999998,6.449999999999999,zone.3,12,439.53,435.29,0,1.389999999999952,p2,p2,1.389999999999952
3.7,2018-04-28,NA,3.03,25.38,14.31,NA,0.5099999999999998,11.929999999999998,zone.3,13,NA,435.29,1,NA,p2,p2,3.6699999999999617
3.7,2018-05-02,NA,3.02,25.81,19.81,NA,0.5099999999999998,5.57,zone.3,14,443.76,435.29,2,5.949999999999971,a2,a2,5.949999999999971
3.7,2018-05-07,7.57,1.13,13.73,22.09,1.5299999999999994,1.2999999999999998,3.719999999999999,zone.3,15,444.7,435.29,3,4.659999999999968,a2,a2,4.659999999999968
3.7,2018-05-11,NA,1.02,12.79,10.17,NA,1.2999999999999998,3.5600000000000005,zone.3,16,NA,435.29,1,NA,a2,a2,5.004999999999981
3.7,2018-05-14,NA,1.09,14.51,9.49,NA,1.2999999999999998,3.299999999999999,zone.3,17,440.36,435.29,2,5.349999999999993,a2,a2,5.349999999999993
2.3,2018-03-15,0,2,19.38,0,NA,1.2999999999999998,0,zone.2,1,435.26,432.26,1,4.3,b1,b1,4.3
2.3,2018-03-18,NA,2.1,18.55,7.96,NA,1.2999999999999998,11.419999999999998,zone.2,2,435.74,432.26,2,2.780000000000018,b1,b1,2.780000000000018
2.3,2018-03-22,NA,2,18.94,6.78,NA,1.2999999999999998,11.77,zone.2,3,437.3,432.26,3,2.24000000000002,b1,b1,2.24000000000002
2.3,2018-03-26,0.9,2.1,19.03,9.14,5.199999999999999,1.205,9.8,zone.2,4,439.94,432.26,0,2.785000000000007,p1,p1,2.785000000000007
2.3,2018-03-29,NA,2.19,18.71,8.84,NA,1.205,10.190000000000001,zone.2,5,440.49,432.26,1,9.435000000000018,p1,p1,9.435000000000018
2.3,2018-04-01,NA,2.08,18.68,8.18,NA,1.205,10.530000000000001,zone.2,6,441.71,432.26,2,8.46499999999999,p1,p1,8.46499999999999
2.3,2018-04-05,NA,2.13,17.64,7.73,NA,1.205,10.95,zone.2,7,441.89,432.26,3,6.564999999999996,a1.b2,a1.b2,6.564999999999996
2.3,2018-04-09,3.68,2.06,18.15,7.66,4.82,1.0666666666666667,9.98,zone.2,8,442.51,432.26,0,4.916666666666668,a1.b2,a1.b2,4.916666666666668
2.3,2018-04-13,NA,2.01,19.65,7.65,NA,1.0666666666666667,10.499999999999998,zone.2,9,440.88,432.26,1,9.686666666666671,a1.b2,a1.b2,9.686666666666671
2.3,2018-04-16,NA,2.14,18.17,12.47,NA,1.0666666666666667,7.179999999999998,zone.2,10,441.58,432.26,2,8.37666666666666,a1.b2,a1.b2,8.37666666666666
2.3,2018-04-20,NA,2.11,18.62,8.65,NA,1.0666666666666667,9.520000000000001,zone.2,11,444.99,432.26,3,9.646666666666684,p2,p2,9.646666666666684
2.3,2018-04-24,5.12,2.02,19.63,9.32,3.2,1.4166666666666667,9.3,zone.2,12,448.14,432.26,0,11.036666666666662,p2,p2,11.036666666666662
2.3,2018-04-28,NA,2.04,19.09,8.16,NA,1.4166666666666667,11.469999999999999,zone.2,13,NA,432.26,1,NA,p2,p2,12.716666666666654
2.3,2018-05-02,NA,2.03,19.36,10.37,NA,1.4166666666666667,8.72,zone.2,14,447.28,432.26,2,14.396666666666649,a2,a2,14.396666666666649
2.3,2018-05-07,1.84,2.03,19.38,12.91,4.25,0.7333333333333333,6.449999999999999,zone.2,15,450.35,432.26,3,14.753333333333364,a2,a2,14.753333333333364
2.3,2018-05-11,NA,2.04,18.92,7.5,NA,0.7333333333333333,11.879999999999999,zone.2,16,NA,432.26,1,NA,a2,a2,14.363333333333363
2.3,2018-05-14,NA,2.06,20.33,7.14,NA,0.7333333333333333,11.780000000000001,zone.2,17,447.54,432.26,2,13.973333333333363,a2,a2,13.973333333333363
4.6,2018-03-15,0,2,12.07,0,NA,0.7333333333333333,0,zone.4,1,443.7,440.7,1,3.7333333333333334,b1,b1,3.7333333333333334
4.6,2018-03-18,NA,0.76,12.8,6.23,NA,0.7333333333333333,5.84,zone.4,2,443.45,440.7,2,1.4833333333333334,b1,b1,1.4833333333333334
4.6,2018-03-22,NA,0.81,11.7,6.92,NA,0.7333333333333333,5.880000000000001,zone.4,3,442.83,440.7,3,0.10333333333332873,b1,b1,0.10333333333332873
4.6,2018-03-26,1.37,0.78,12,6.77,2.1999999999999997,1.0900000000000003,4.93,zone.4,4,444.49,440.7,0,1.3100000000000205,p1,p1,1.3100000000000205
4.6,2018-03-29,NA,1.75,19.84,7.5,NA,1.0900000000000003,4.5,zone.4,5,443.74,440.7,1,4.13000000000002,p1,p1,4.13000000000002
4.6,2018-04-01,NA,1.83,20.64,8.89,NA,1.0900000000000003,10.95,zone.4,6,447.11,440.7,2,5.750000000000025,p1,p1,5.750000000000025
4.6,2018-04-05,NA,1.85,19.48,8.96,NA,1.0900000000000003,11.68,zone.4,7,445.97,440.7,3,2.780000000000039,a1.b2,a1.b2,2.780000000000039
4.6,2018-04-09,1.85,0.75,12.49,8.01,4.360000000000001,0.5349999999999999,11.47,zone.4,8,446.6,440.7,0,1.0050000000000343,a1.b2,a1.b2,1.0050000000000343
4.6,2018-04-13,NA,0.83,12.23,7.75,NA,0.5349999999999999,4.74,zone.4,9,444.96,440.7,1,4.794999999999991,a1.b2,a1.b2,4.794999999999991
4.6,2018-04-16,NA,0.69,12.58,6.87,NA,0.5349999999999999,5.36,zone.4,10,443.96,440.7,2,2.964999999999991,a1.b2,a1.b2,2.964999999999991
4.6,2018-04-20,NA,0.78,11.46,7.06,NA,0.5349999999999999,5.5200000000000005,zone.4,11,442.82,440.7,3,1.1350000000000047,p2,p2,1.1350000000000047
4.6,2018-04-24,0.91,1.76,20.29,7.43,2.1399999999999997,1.3033333333333332,4.030000000000001,zone.4,12,443.84,440.7,0,2.1433333333333193,p2,p2,2.1433333333333193
4.6,2018-04-28,NA,1.72,20.93,7.79,NA,1.3033333333333332,12.5,zone.4,13,NA,440.7,1,NA,p2,p2,4.688333333333343
4.6,2018-05-02,NA,1.78,20.71,12.05,NA,1.3033333333333332,8.879999999999999,zone.4,14,448.35,440.7,2,7.233333333333368,a2,a2,7.233333333333368
4.6,2018-05-07,1.35,0.78,12.12,10,3.9099999999999997,1.0533333333333332,10.71,zone.4,15,449.34,440.7,3,6.193333333333319,a2,a2,6.193333333333319
4.6,2018-05-11,NA,0.79,11.29,7.03,NA,1.0533333333333332,5.089999999999999,zone.4,16,NA,440.7,1,NA,a2,a2,5.363333333333346
4.6,2018-05-14,NA,0.8,12.43,6.49,NA,1.0533333333333332,4.799999999999999,zone.4,17,444.97,440.7,2,4.533333333333372,a2,a2,4.533333333333372
4.1,2018-03-15,0,2,11.68,0,NA,1.0533333333333332,0,zone.4,1,441.91,438.91,1,4.053333333333333,b1,b1,4.053333333333333
4.1,2018-03-18,NA,0.8,11.64,6.1,NA,1.0533333333333332,5.58,zone.4,2,441.39,438.91,2,1.5333333333332946,b1,b1,1.5333333333332946
4.1,2018-03-22,NA,0.8,12.69,6.56,NA,1.0533333333333332,5.080000000000001,zone.4,3,441,438.91,3,0.3433333333333082,b1,b1,0.3433333333333082
4.1,2018-03-26,0.44,0.83,12.26,6.37,3.1599999999999997,0.9733333333333333,6.319999999999999,zone.4,4,440.71,438.91,0,-0.8266666666667123,p1,p1,-0.8266666666667123
4.1,2018-03-29,NA,1.75,19.25,6.87,NA,0.9733333333333333,5.39,zone.4,5,441.04,438.91,1,3.1033333333333286,p1,p1,3.1033333333333286
4.1,2018-04-01,NA,1.8,19.58,11.52,NA,0.9733333333333333,7.73,zone.4,6,442.76,438.91,2,3.073333333333299,p1,p1,3.073333333333299
4.1,2018-04-05,NA,1.83,19.29,10.44,NA,0.9733333333333333,9.139999999999999,zone.4,7,442.96,438.91,3,1.4733333333332879,a1.b2,a1.b2,1.4733333333332879
4.1,2018-04-09,3.29,0.78,12.01,7.97,2.92,0.5125,11.32,zone.4,8,446.17,438.91,0,2.392499999999991,a1.b2,a1.b2,2.392499999999991
4.1,2018-04-13,NA,0.79,11.78,7.06,NA,0.5125,4.95,zone.4,9,442.03,438.91,1,3.632499999999948,a1.b2,a1.b2,3.632499999999948
4.1,2018-04-16,NA,0.76,13.26,7.48,NA,0.5125,4.299999999999999,zone.4,10,440.57,438.91,2,1.382499999999968,a1.b2,a1.b2,1.382499999999968
4.1,2018-04-20,NA,0.75,12.41,7.69,NA,0.5125,5.569999999999999,zone.4,11,439.53,438.91,3,-0.4175000000000524,p2,p2,-0.4175000000000524
4.1,2018-04-24,1.03,1.84,21.22,7.19,2.05,0.66,5.22,zone.4,12,440.1,438.91,0,-0.4500000000000023,p2,p2,-0.4500000000000023
4.1,2018-04-28,NA,1.72,23.27,8.46,NA,0.66,12.759999999999998,zone.4,13,NA,438.91,1,NA,p2,p2,2.2949999999999817
4.1,2018-05-02,NA,1.77,20.54,16.52,NA,0.66,6.75,zone.4,14,445.01,438.91,2,5.039999999999966,a2,a2,5.039999999999966
4.1,2018-05-07,2.69,0.75,12.7,12.99,2.64,1.74,7.549999999999999,zone.4,15,445.73,438.91,3,5.069999999999994,a2,a2,5.069999999999994
4.1,2018-05-11,NA,0.74,10.88,7.55,NA,1.74,5.1499999999999995,zone.4,16,NA,438.91,1,NA,a2,a2,4.329999999999984
4.1,2018-05-14,NA,0.74,17.08,6.39,NA,1.74,4.490000000000001,zone.4,17,441.5,438.91,2,3.589999999999975,a2,a2,3.589999999999975
2.2,2018-03-15,0,2,19.75,0,NA,1.74,0,zone.2,1,433.13,430.13,1,4.74,b1,b1,4.74
2.2,2018-03-18,NA,2.09,18.18,13.43,NA,1.74,6.32,zone.2,2,433.23,430.13,2,2.840000000000023,b1,b1,2.840000000000023
2.2,2018-03-22,NA,1.95,18.46,8.05,NA,1.74,10.129999999999999,zone.2,3,434.39,430.13,3,1.909999999999991,b1,b1,1.909999999999991
2.2,2018-03-26,0.82,2.15,18.84,7.49,5.22,1.55,10.97,zone.2,4,436.3,430.13,0,1.680000000000016,p1,p1,1.680000000000016
2.2,2018-03-29,NA,2.14,18.24,9.26,NA,1.55,9.58,zone.2,5,437.66,430.13,1,9.08000000000003,p1,p1,9.08000000000003
2.2,2018-04-01,NA,2.05,19.73,8.88,NA,1.55,9.359999999999998,zone.2,6,438.69,430.13,2,7.9700000000000015,p1,p1,7.9700000000000015
2.2,2018-04-05,NA,1.98,18.01,7.16,NA,1.55,12.57,zone.2,7,438.63,430.13,3,5.86,a1.b2,a1.b2,5.86
2.2,2018-04-09,3.67,2.06,19.05,7,4.65,1.9666666666666666,11.010000000000002,zone.2,8,439.47,430.13,0,5.136666666666698,a1.b2,a1.b2,5.136666666666698
2.2,2018-04-13,NA,2.03,18.5,8.33,NA,1.9666666666666666,10.72,zone.2,9,437.22,430.13,1,9.056666666666699,a1.b2,a1.b2,9.056666666666699
2.2,2018-04-16,NA,2.02,17.84,8.24,NA,1.9666666666666666,10.26,zone.2,10,437.88,430.13,2,7.686666666666667,a1.b2,a1.b2,7.686666666666667
2.2,2018-04-20,NA,2.08,18.3,7.55,NA,1.9666666666666666,10.29,zone.2,11,439.73,430.13,3,7.516666666666691,p2,p2,7.516666666666691
2.2,2018-04-24,2.29,2.02,18.89,8.43,5.8999999999999995,0.47750000000000004,9.870000000000001,zone.2,12,442.62,430.13,0,6.83750000000001,p2,p2,6.83750000000001
2.2,2018-04-28,NA,2.06,17.32,7.56,NA,0.47750000000000004,11.330000000000002,zone.2,13,NA,430.13,1,NA,p2,p2,10.502500000000005
2.2,2018-05-02,NA,2,20.56,9.6,NA,0.47750000000000004,7.720000000000001,zone.2,14,445.88,430.13,2,14.1675,a2,a2,14.1675
2.2,2018-05-07,4.17,2.03,18.09,11.4,1.9100000000000001,1.1749999999999998,9.159999999999998,zone.2,15,443.51,430.13,3,10.494999999999994,a2,a2,10.494999999999994
2.2,2018-05-11,NA,2.04,18.74,9.38,NA,1.1749999999999998,8.709999999999999,zone.2,16,NA,430.13,1,NA,a2,a2,11.824999999999989
2.2,2018-05-14,NA,2.07,20.27,11.67,NA,1.1749999999999998,7.0699999999999985,zone.2,17,444.15,430.13,2,13.154999999999983,a2,a2,13.154999999999983
2.5,2018-03-15,0,2,19.74,0,NA,1.1749999999999998,0,zone.2,1,439.29,436.29,1,4.175,b1,b1,4.175
2.5,2018-03-18,NA,2.09,17.55,9.82,NA,1.1749999999999998,9.919999999999998,zone.2,2,440.45,436.29,2,3.334999999999968,b1,b1,3.334999999999968
2.5,2018-03-22,NA,1.96,19.45,7.94,NA,1.1749999999999998,9.61,zone.2,3,441.04,436.29,3,1.835,b1,b1,1.835
2.5,2018-03-26,1.35,2.14,19.29,6.58,4.699999999999999,1.6666666666666672,12.87,zone.2,4,443.02,436.29,0,2.3466666666666285,p1,p1,2.3466666666666285
2.5,2018-03-29,NA,2.03,18.63,8.76,NA,1.6666666666666672,10.53,zone.2,5,445.32,436.29,1,10.69666666666664,p1,p1,10.69666666666664
2.5,2018-04-01,NA,2.06,19.54,8.98,NA,1.6666666666666672,9.649999999999999,zone.2,6,445.32,436.29,2,8.666666666666641,p1,p1,8.666666666666641
2.5,2018-04-05,NA,2.05,18.18,7.66,NA,1.6666666666666672,11.879999999999999,zone.2,7,446.07,436.29,3,7.35666666666664,a1.b2,a1.b2,7.35666666666664
2.5,2018-04-09,3.28,2.12,18.53,7.99,5.000000000000002,1.6333333333333337,10.19,zone.2,8,446.57,436.29,0,5.773333333333306,a1.b2,a1.b2,5.773333333333306
2.5,2018-04-13,NA,2.02,19.49,7.34,NA,1.6333333333333337,11.190000000000001,zone.2,9,445.59,436.29,1,10.933333333333287,a1.b2,a1.b2,10.933333333333287
2.5,2018-04-16,NA,2.06,19.4,8.16,NA,1.6333333333333337,11.329999999999998,zone.2,10,446.88,436.29,2,10.203333333333308,a1.b2,a1.b2,10.203333333333308
2.5,2018-04-20,NA,2.07,18.37,7.2,NA,1.6333333333333337,12.2,zone.2,11,446.92,436.29,3,8.18333333333333,p2,p2,8.18333333333333
2.5,2018-04-24,3.37,2.05,18.62,7.59,4.900000000000001,0.6500000000000004,10.780000000000001,zone.2,12,449.13,436.29,0,7.339999999999975,p2,p2,7.339999999999975
2.5,2018-04-28,NA,2.02,17.89,7.39,NA,0.6500000000000004,11.23,zone.2,13,NA,436.29,1,NA,p2,p2,9.964999999999979
2.5,2018-05-02,NA,2.06,20.65,8.4,NA,0.6500000000000004,9.49,zone.2,14,450.25,436.29,2,12.58999999999998,a2,a2,12.58999999999998
2.5,2018-05-07,4.18,2.11,18.52,11.83,1.950000000000001,0.9375000000000001,8.819999999999999,zone.2,15,450.23,436.29,3,10.797499999999998,a2,a2,10.797499999999998
2.5,2018-05-11,NA,2.08,19.65,11.66,NA,0.9375000000000001,6.859999999999999,zone.2,16,NA,436.29,1,NA,a2,a2,11.407499999999983
2.5,2018-05-14,NA,2.04,19.55,13.95,NA,0.9375000000000001,5.699999999999999,zone.2,17,449.45,436.29,2,12.017499999999968,a2,a2,12.017499999999968
2.6,2018-03-15,0,2,18.38,0,NA,0.9375000000000001,0,zone.2,1,446.92,443.92,1,3.9375,b1,b1,3.9375
2.6,2018-03-18,NA,2.14,17.78,9.23,NA,0.9375000000000001,9.149999999999999,zone.2,2,447.95,443.92,2,2.9674999999999727,b1,b1,2.9674999999999727
2.6,2018-03-22,NA,1.97,17.94,8.08,NA,0.9375000000000001,9.700000000000001,zone.2,3,448.7,443.92,3,1.5774999999999726,b1,b1,1.5774999999999726
2.6,2018-03-26,2.36,2.24,17.89,7.64,3.7500000000000004,1.4950000000000006,10.3,zone.2,4,450.22,443.92,0,1.685000000000012,p1,p1,1.685000000000012
2.6,2018-03-29,NA,2.06,18.55,10.97,NA,1.4950000000000006,6.92,zone.2,5,448.8,443.92,1,6.3749999999999964,p1,p1,6.3749999999999964
2.6,2018-04-01,NA,2.04,19.87,9.07,NA,1.4950000000000006,9.48,zone.2,6,451.05,443.92,2,6.564999999999996,p1,p1,6.564999999999996
